order_item_id,order_id,product_id,quantity,unit_price,discount_pct
1,1,136,1,3299.0,5
2,2,106,1,1069.0,0
3,3,127,1,3449.0,0
4,4,71,1,2909.0,20
5,4,129,1,3769.0,5
6,4,16,3,3969.0,0
7,5,57,1,4689.0,0
8,6,51,1,549.0,0
9,6,29,1,1269.0,0
10,7,54,3,2299.0,5
11,7,146,1,369.0,0
12,8,137,1,3509.0,0
13,9,121,1,3789.0,0
14,10,50,1,529.0,0
15,10,93,1,589.0,20
16,11,168,1,149.0,0
17,12,43,1,1839.0,0
18,13,170,1,489.0,0
19,13,68,1,2859.0,5
20,13,122,1,3689.0,0
21,14,19,1,2389.0,0
22,14,42,1,1929.0,0
23,15,154,1,519.0,0
24,15,144,3,2009.0,0
25,15,171,1,499.0,0
26,15,102,1,429.0,5
27,16,31,1,2199.0,0
28,16,160,1,229.0,0
29,17,66,1,1439.0,0
30,17,101,1,1219.0,5
31,18,153,1,689.0,0
32,18,1,1,2759.0,0
33,19,67,1,629.0,15
34,20,153,1,689.0,0
35,20,175,1,409.0,0
36,21,7,1,5139.0,15
37,22,46,2,959.0,10
38,22,124,1,1869.0,0
39,22,118,1,479.0,0
40,23,44,1,3769.0,0
41,23,157,2,129.0,20
42,24,116,1,1469.0,5
43,25,15,1,3889.0,10
44,25,159,1,439.0,0
45,26,73,1,1079.0,0
46,27,147,2,3339.0,10
47,28,135,1,1609.0,0
48,28,18,1,5829.0,15
49,28,142,1,1669.0,0
50,29,69,1,1709.0,10
51,29,55,1,1459.0,0
52,29,8,1,1759.0,0
53,30,177,1,639.0,0
54,31,22,1,989.0,0
55,31,66,1,1439.0,10
56,32,95,1,1029.0,0
57,32,6,2,919.0,0
58,33,111,1,1249.0,10
59,33,26,1,5849.0,10
60,33,64,1,2519.0,0
61,33,152,1,539.0,0
62,34,72,1,1649.0,0
63,34,28,1,3919.0,0
64,35,65,1,329.0,15
65,35,74,2,1959.0,0
66,35,92,1,1689.0,20
67,35,172,2,249.0,0
68,36,40,1,2059.0,0
69,36,162,1,639.0,0
70,36,23,1,2159.0,20
71,37,7,1,5139.0,5
72,37,21,1,1439.0,0
73,38,134,1,2869.0,0
74,38,114,1,1769.0,0
75,38,90,1,2839.0,15
76,38,111,2,1249.0,0
77,39,163,1,869.0,20
78,39,167,1,119.0,0
79,40,169,3,789.0,15
80,40,15,1,3889.0,0
81,41,88,2,2049.0,0
82,41,149,1,3149.0,0
83,41,61,3,2489.0,0
84,41,147,3,3339.0,10
85,42,95,1,1029.0,0
86,42,160,1,229.0,0
87,42,145,1,1329.0,0
88,43,86,1,2139.0,0
89,43,119,1,619.0,5
90,44,125,1,3869.0,0
91,44,134,1,2869.0,10
92,45,101,1,1219.0,10
93,45,31,2,2199.0,20
94,46,136,1,3299.0,0
95,47,166,1,389.0,10
96,47,77,1,699.0,0
97,48,101,2,1219.0,5
98,48,55,1,1459.0,0
99,48,150,1,2599.0,10
100,48,103,1,1159.0,0
101,49,58,3,3319.0,0
102,49,35,1,749.0,0
103,49,156,1,459.0,0
104,50,154,1,519.0,0
105,50,20,1,4369.0,0
106,51,144,2,2009.0,0
107,52,34,1,1059.0,0
108,52,89,1,2179.0,15
109,53,161,1,549.0,0
110,53,27,1,5699.0,0
111,54,140,1,2889.0,0
112,54,145,1,1329.0,0
113,55,155,1,749.0,0
114,55,39,1,3959.0,0
115,55,79,1,2119.0,0
116,55,132,1,789.0,10
117,56,112,1,309.0,10
118,56,63,1,929.0,0
119,56,19,1,2389.0,15
120,57,112,3,309.0,20
121,58,105,1,169.0,20
122,58,38,1,3659.0,0
123,58,24,2,2429.0,0
124,59,101,2,1219.0,0
125,60,75,2,449.0,10
126,60,90,1,2839.0,0
127,60,4,1,1109.0,0
128,61,177,1,639.0,0
129,61,170,1,489.0,10
130,62,166,1,389.0,0
131,63,52,1,1859.0,0
132,64,178,1,169.0,0
133,65,142,1,1669.0,5
134,66,70,1,1289.0,5
135,66,20,1,4369.0,5
136,67,143,2,2429.0,10
137,67,44,1,3769.0,0
138,68,11,1,3989.0,0
139,68,96,1,309.0,0
140,68,98,1,719.0,10
141,69,10,1,3059.0,5
142,69,119,2,619.0,0
143,70,178,1,169.0,5
144,70,37,2,439.0,20
145,70,167,1,119.0,5
146,70,75,1,449.0,5
147,71,152,1,539.0,10
148,71,143,1,2429.0,20
149,72,35,1,749.0,5
150,72,11,1,3989.0,10
151,73,7,1,5139.0,10
152,73,24,1,2429.0,0
153,73,131,2,2569.0,0
154,73,154,2,519.0,15
155,74,160,2,229.0,0
156,75,128,2,899.0,0
157,76,156,2,459.0,15
158,77,157,1,129.0,0
159,78,137,1,3509.0,0
160,79,11,1,3989.0,0
161,79,123,3,319.0,10
162,80,48,2,3959.0,0
163,81,96,3,309.0,5
164,82,21,2,1439.0,0
165,83,29,1,1269.0,0
166,83,85,1,419.0,0
167,84,84,1,1179.0,20
168,84,158,1,779.0,0
169,85,29,1,1269.0,5
170,85,13,2,3179.0,5
171,86,124,1,1869.0,5
172,86,137,1,3509.0,5
173,87,149,1,3149.0,0
174,88,2,1,4619.0,5
175,89,180,3,859.0,10
176,90,81,3,1299.0,10
177,91,143,1,2429.0,0
178,92,27,2,5699.0,0
179,93,103,2,1159.0,0
180,94,123,1,319.0,0
181,95,56,1,1739.0,5
182,95,61,2,2489.0,0
183,96,24,1,2429.0,5
184,97,140,1,2889.0,0
185,97,22,1,989.0,0
186,98,57,2,4689.0,0
187,98,142,2,1669.0,0
188,99,161,1,549.0,10
189,100,75,1,449.0,0
190,101,59,1,4109.0,0
191,102,66,1,1439.0,0
192,103,79,1,2119.0,0
193,104,77,2,699.0,0
194,104,27,2,5699.0,0
195,105,50,1,529.0,0
196,106,100,2,1619.0,5
197,106,47,1,3909.0,10
198,106,46,1,959.0,5
199,107,82,1,2019.0,0
200,107,144,1,2009.0,0
201,107,77,1,699.0,5
202,108,7,1,5139.0,0
203,108,14,3,1849.0,10
204,109,66,1,1439.0,0
205,109,24,1,2429.0,15
206,109,159,1,439.0,0
207,109,32,1,4219.0,0
208,110,44,1,3769.0,0
209,111,86,1,2139.0,15
210,111,166,2,389.0,0
211,111,15,1,3889.0,0
212,112,80,1,949.0,0
213,113,24,1,2429.0,0
214,113,135,1,1609.0,15
215,113,63,1,929.0,5
216,113,39,1,3959.0,0
217,114,117,2,1109.0,0
218,115,54,1,2299.0,0
219,116,150,1,2599.0,15
220,117,100,1,1619.0,0
221,118,91,1,719.0,10
222,118,136,1,3299.0,0
223,119,29,1,1269.0,0
224,119,117,1,1109.0,5
225,119,19,1,2389.0,0
226,119,38,1,3659.0,15
227,120,64,1,2519.0,0
228,120,13,1,3179.0,0
229,121,90,1,2839.0,5
230,121,95,1,1029.0,0
231,122,130,1,2399.0,0
232,122,82,1,2019.0,0
233,122,167,1,119.0,15
234,123,111,1,1249.0,15
235,124,136,1,3299.0,0
236,124,155,1,749.0,15
237,124,107,1,1239.0,0
238,124,167,1,119.0,5
239,125,63,2,929.0,0
240,126,150,1,2599.0,0
241,126,90,1,2839.0,0
242,126,22,1,989.0,15
243,127,70,1,1289.0,10
244,128,86,1,2139.0,5
245,128,100,3,1619.0,0
246,129,149,2,3149.0,0
247,130,6,1,919.0,0
248,131,6,1,919.0,0
249,132,132,1,789.0,0
250,132,66,1,1439.0,0
251,132,136,2,3299.0,10
252,133,67,1,629.0,0
253,134,133,2,3549.0,0
254,134,122,1,3689.0,10
255,135,136,1,3299.0,0
256,135,1,1,2759.0,5
257,136,168,1,149.0,0
258,137,14,1,1849.0,0
259,138,58,1,3319.0,5
260,138,41,1,4379.0,0
261,138,28,1,3919.0,0
262,138,130,1,2399.0,20
263,139,153,1,689.0,0
264,140,67,1,629.0,0
265,141,118,1,479.0,0
266,142,93,1,589.0,0
267,142,171,2,499.0,10
268,143,61,1,2489.0,10
269,143,148,1,739.0,0
270,144,28,1,3919.0,0
271,144,66,1,1439.0,0
272,144,98,1,719.0,0
273,145,15,1,3889.0,5
274,145,81,2,1299.0,0
275,145,60,1,4519.0,0
276,145,110,1,1229.0,0
277,146,47,3,3909.0,0
278,146,64,1,2519.0,0
279,147,21,1,1439.0,15
280,147,20,1,4369.0,0
281,148,151,1,149.0,0
282,149,25,3,3649.0,0
283,149,31,1,2199.0,0
284,150,128,2,899.0,5
285,150,82,1,2019.0,20
286,151,128,1,899.0,10
287,152,145,1,1329.0,0
288,152,130,1,2399.0,0
289,152,137,1,3509.0,15
290,152,63,3,929.0,0
291,153,20,1,4369.0,10
292,154,67,1,629.0,0
293,154,133,2,3549.0,10
294,154,137,1,3509.0,0
295,154,10,1,3059.0,5
296,155,118,1,479.0,0
297,156,57,2,4689.0,0
298,156,59,1,4109.0,20
299,156,74,1,1959.0,0
300,156,53,1,4579.0,0
301,157,18,1,5829.0,5
302,157,33,1,1699.0,0
303,158,151,1,149.0,10
304,159,29,1,1269.0,5
305,159,76,1,2759.0,15
306,159,2,1,4619.0,0
307,160,124,1,1869.0,0
308,160,65,1,329.0,0
309,161,15,1,3889.0,5
310,161,107,3,1239.0,5
311,161,170,2,489.0,5
312,162,31,1,2199.0,15
313,162,115,1,1629.0,5
314,162,134,1,2869.0,5
315,163,69,2,1709.0,0
316,164,42,1,1929.0,0
317,164,68,1,2859.0,0
318,164,119,1,619.0,0
319,165,83,3,549.0,0
320,165,95,1,1029.0,10
321,165,107,1,1239.0,0
322,166,128,1,899.0,0
323,166,125,1,3869.0,0
324,166,180,1,859.0,0
325,166,79,1,2119.0,0
326,167,26,1,5849.0,5
327,167,67,2,629.0,5
328,168,94,1,1509.0,0
329,168,28,2,3919.0,0
330,168,56,1,1739.0,0
331,169,34,1,1059.0,20
332,169,126,3,1359.0,10
333,169,105,1,169.0,0
334,170,57,1,4689.0,0
335,170,67,1,629.0,0
336,171,114,1,1769.0,0
337,172,88,1,2049.0,20
338,172,126,1,1359.0,0
339,173,36,1,3959.0,0
340,173,161,2,549.0,0
341,174,81,2,1299.0,0
342,174,68,1,2859.0,0
343,174,165,1,449.0,0
344,175,38,1,3659.0,0
345,175,91,1,719.0,0
346,176,107,1,1239.0,0
347,176,157,1,129.0,0
348,176,69,1,1709.0,10
349,176,91,1,719.0,5
350,177,124,1,1869.0,0
351,177,140,2,2889.0,0
352,178,5,1,3939.0,10
353,178,29,1,1269.0,15
354,179,126,1,1359.0,0
355,180,104,1,329.0,15
356,180,76,1,2759.0,5
357,181,12,1,2329.0,0
358,182,136,1,3299.0,0
359,183,118,1,479.0,0
360,183,36,1,3959.0,0
361,184,176,1,509.0,10
362,185,5,1,3939.0,0
363,186,80,1,949.0,0
364,186,171,1,499.0,5
365,187,14,1,1849.0,0
366,188,149,1,3149.0,0
367,189,106,1,1069.0,10
368,190,81,1,1299.0,5
369,190,172,1,249.0,5
370,191,134,1,2869.0,0
371,191,54,1,2299.0,0
372,191,98,1,719.0,0
373,191,33,1,1699.0,0
374,192,98,1,719.0,20
375,192,46,1,959.0,0
376,192,53,1,4579.0,0
377,192,167,1,119.0,15
378,193,15,1,3889.0,0
379,193,148,1,739.0,0
380,193,22,1,989.0,10
381,194,5,1,3939.0,0
382,194,41,1,4379.0,10
383,195,174,2,619.0,5
384,196,41,1,4379.0,0
385,196,96,3,309.0,15
386,196,46,3,959.0,0
387,197,107,1,1239.0,0
388,197,101,1,1219.0,0
389,197,17,1,1149.0,0
390,198,108,1,1339.0,0
391,198,59,1,4109.0,0
392,198,129,1,3769.0,5
393,198,104,1,329.0,0
394,199,30,1,1049.0,5
395,200,140,1,2889.0,20
396,201,166,1,389.0,0
397,201,33,1,1699.0,0
398,201,80,1,949.0,0
399,202,96,1,309.0,0
400,203,126,1,1359.0,0
401,203,101,2,1219.0,0
402,204,110,1,1229.0,0
403,204,77,1,699.0,0
404,204,98,2,719.0,0
405,205,38,1,3659.0,0
406,206,174,1,619.0,0
407,206,41,1,4379.0,0
408,207,176,3,509.0,0
409,208,64,1,2519.0,0
410,209,122,1,3689.0,0
411,210,73,1,1079.0,5
412,211,142,1,1669.0,10
413,212,126,1,1359.0,0
414,212,50,1,529.0,0
415,213,33,1,1699.0,0
416,213,149,1,3149.0,0
417,214,139,1,3249.0,0
418,215,146,1,369.0,0
419,216,85,1,419.0,0
420,216,111,1,1249.0,0
421,216,86,1,2139.0,0
422,217,146,1,369.0,0
423,217,163,1,869.0,0
424,218,179,1,129.0,0
425,218,121,3,3789.0,5
426,218,11,1,3989.0,0
427,218,24,1,2429.0,0
428,219,5,2,3939.0,10
429,219,73,1,1079.0,0
430,220,148,1,739.0,20
431,220,145,1,1329.0,0
432,221,82,1,2019.0,5
433,221,10,1,3059.0,0
